pattern,Agreement,Expected Agreement,threhsold1_imp_agreement,threhsold2_imp_agreement,pattern_lift
"{(population_density_on_land_2010 322.0),(household_density_on_land_2010 145.0)}",0.81,0.0004372,322,145,1844.054975
"{(population_density_on_land_2010 322.0),(household_density_on_land_2010 147.0)}",0.79,0.0004283,322,147,1842.125177
"{(population_density_on_land_2010 322.0),(household_density_on_land_2010 150.0)}",0.77,0.000417136,322,150,1839.587815
"{(population_density_on_land_2010 362.0),(household_density_on_land_2010 127.0)}",0.8,0.000438499,362,127,1826.827714
"{(population_density_on_land_2010 369.0),(household_density_on_land_2010 127.0)}",0.78,0.000425792,369,127,1825.773681
"{(population_density_on_land_2010 373.0),(household_density_on_land_2010 127.0)}",0.76,0.000417652,373,127,1825.064716
"{(population_density_on_land_2010 378.0),(household_density_on_land_2010 127.0)}",0.75,0.000409452,378,127,1824.322069
"{(population_density_on_land_2010 386.0),(household_density_on_land_2010 127.0)}",0.71,0.000387533,386,127,1822.182615
"{(population_density_on_land_2010 393.0),(household_density_on_land_2010 127.0)}",0.69,0.000379288,393,127,1821.313926
"{(population_density_on_land_2010 409.0),(household_density_on_land_2010 127.0)}",0.68,0.000375372,409,127,1820.887875
"{(population_density_on_land_2010 414.4),(household_density_on_land_2010 127.0)}",0.54,0.000298522,414.4,127,1810.266129
"{(population_density_on_land_2010 345.0),(household_density_on_land_2010 121.0)}",0.85,0.000469914,345,121,1801.823667
"{(population_density_on_land_2010 345.0),(household_density_on_land_2010 124.0)}",0.85,0.000469914,345,124,1801.823667
"{(population_density_on_land_2010 355.4),(household_density_on_land_2010 121.0)}",0.81,0.000449876,355.4,121,1800.366488
"{(population_density_on_land_2010 355.4),(household_density_on_land_2010 124.0)}",0.81,0.000449876,355.4,124,1800.366488
"{(population_density_on_land_2010 362.0),(household_density_on_land_2010 121.0)}",0.8,0.000441812,362,121,1799.742725
"{(population_density_on_land_2010 362.0),(household_density_on_land_2010 124.0)}",0.8,0.000441812,362,124,1799.742725
"{(population_density_on_land_2010 345.0),(household_density_on_land_2010 127.0)}",0.84,0.00046639,345,127,1799.606175
"{(population_density_on_land_2010 369.0),(household_density_on_land_2010 121.0)}",0.77,0.000429009,369,121,1798.704319
"{(population_density_on_land_2010 369.0),(household_density_on_land_2010 124.0)}",0.77,0.000429009,369,124,1798.704319
"{(population_density_on_land_2010 373.0),(household_density_on_land_2010 121.0)}",0.76,0.000420807,373,121,1798.005866
"{(population_density_on_land_2010 373.0),(household_density_on_land_2010 124.0)}",0.76,0.000420807,373,124,1798.005866
"{(population_density_on_land_2010 355.4),(household_density_on_land_2010 127.0)}",0.8,0.000446503,355.4,127,1797.432884
"{(population_density_on_land_2010 378.0),(household_density_on_land_2010 121.0)}",0.74,0.000412545,378,121,1797.27423
"{(population_density_on_land_2010 378.0),(household_density_on_land_2010 124.0)}",0.74,0.000412545,378,124,1797.27423
"{(population_density_on_land_2010 386.0),(household_density_on_land_2010 121.0)}",0.7,0.00039046,386,121,1795.166495
"{(population_density_on_land_2010 386.0),(household_density_on_land_2010 124.0)}",0.7,0.00039046,386,124,1795.166495
"{(population_density_on_land_2010 322.0),(household_density_on_land_2010 130.0)}",0.89,0.000496335,322,130,1794.459692
"{(population_density_on_land_2010 393.0),(household_density_on_land_2010 121.0)}",0.69,0.000382154,393,121,1794.310686
"{(population_density_on_land_2010 393.0),(household_density_on_land_2010 124.0)}",0.69,0.000382154,393,124,1794.310686
"{(population_density_on_land_2010 409.0),(household_density_on_land_2010 121.0)}",0.68,0.000378208,409,121,1793.890952
"{(population_density_on_land_2010 409.0),(household_density_on_land_2010 124.0)}",0.68,0.000378208,409,124,1793.890952
"{(population_density_on_land_2010 327.0),(household_density_on_land_2010 130.0)}",0.88,0.000492387,327,130,1793.181101
"{(population_density_on_land_2010 334.0),(household_density_on_land_2010 130.0)}",0.88,0.000488588,334,130,1792.33152
"{(population_density_on_land_2010 339.0),(household_density_on_land_2010 130.0)}",0.86,0.000479453,339,130,1790.23328
"{(population_density_on_land_2010 414.4),(household_density_on_land_2010 121.0)}",0.54,0.000300777,414.4,121,1783.426687
"{(population_density_on_land_2010 414.4),(household_density_on_land_2010 124.0)}",0.54,0.000300777,414.4,124,1783.426687
"{(population_density_on_land_2010 322.0),(household_density_on_land_2010 121.0)}",0.89,0.000515602,322,121,1719.10823
"{(population_density_on_land_2010 322.0),(household_density_on_land_2010 124.0)}",0.89,0.000515602,322,124,1719.10823
"{(population_density_on_land_2010 327.0),(household_density_on_land_2010 121.0)}",0.88,0.0005115,327,121,1718.132668
"{(population_density_on_land_2010 327.0),(household_density_on_land_2010 124.0)}",0.88,0.0005115,327,124,1718.132668
"{(population_density_on_land_2010 322.0),(household_density_on_land_2010 127.0)}",0.88,0.000511736,322,127,1717.998458
"{(population_density_on_land_2010 334.0),(household_density_on_land_2010 121.0)}",0.87,0.000507554,334,121,1717.555236
"{(population_density_on_land_2010 334.0),(household_density_on_land_2010 124.0)}",0.87,0.000507554,334,124,1717.555236
"{(population_density_on_land_2010 327.0),(household_density_on_land_2010 127.0)}",0.87,0.000507664,327,127,1716.903962
"{(population_density_on_land_2010 334.0),(household_density_on_land_2010 127.0)}",0.86,0.000503748,334,127,1716.211692
"{(population_density_on_land_2010 339.0),(household_density_on_land_2010 121.0)}",0.85,0.000498064,339,121,1716.12913
"{(population_density_on_land_2010 339.0),(household_density_on_land_2010 124.0)}",0.85,0.000498064,339,124,1716.12913
"{(population_density_on_land_2010 339.0),(household_density_on_land_2010 127.0)}",0.85,0.000494329,339,127,1714.501969
"{(population_density_on_land_2010 307.0),(household_density_on_land_2010 133.0)}",0.87,0.000519579,307,133,1671.321515
"{(population_density_on_land_2010 307.0),(household_density_on_land_2010 135.0)}",0.87,0.000519579,307,135,1671.321515
"{(population_density_on_land_2010 316.0),(household_density_on_land_2010 133.0)}",0.87,0.000519579,316,133,1671.321515
"{(population_density_on_land_2010 316.0),(household_density_on_land_2010 135.0)}",0.87,0.000519579,316,135,1671.321515
"{(population_density_on_land_2010 307.0),(household_density_on_land_2010 153.0)}",0.74,0.000446077,307,153,1668.124657
"{(population_density_on_land_2010 316.0),(household_density_on_land_2010 153.0)}",0.74,0.000446077,316,153,1668.124657
"{(population_density_on_land_2010 307.0),(household_density_on_land_2010 155.3)}",0.71,0.000423384,307,155.3,1667.239075
"{(population_density_on_land_2010 316.0),(household_density_on_land_2010 155.3)}",0.71,0.000423384,316,155.3,1667.239075
"{(population_density_on_land_2010 307.0),(household_density_on_land_2010 158.0)}",0.69,0.00041344,307,158,1666.820421
"{(population_density_on_land_2010 307.0),(household_density_on_land_2010 162.0)}",0.69,0.00041344,307,162,1666.820421
"{(population_density_on_land_2010 307.0),(household_density_on_land_2010 164.0)}",0.69,0.00041344,307,164,1666.820421
"{(population_density_on_land_2010 316.0),(household_density_on_land_2010 158.0)}",0.69,0.00041344,316,158,1666.820421
"{(population_density_on_land_2010 316.0),(household_density_on_land_2010 162.0)}",0.69,0.00041344,316,162,1666.820421
"{(population_density_on_land_2010 316.0),(household_density_on_land_2010 164.0)}",0.69,0.00041344,316,164,1666.820421
"{(population_density_on_land_2010 307.0),(household_density_on_land_2010 167.0)}",0.65,0.00039199,307,167,1665.844916
"{(population_density_on_land_2010 316.0),(household_density_on_land_2010 167.0)}",0.65,0.00039199,316,167,1665.844916
"{(population_density_on_land_2010 307.0),(household_density_on_land_2010 170.0)}",0.63,0.00037884,307,170,1665.192316
"{(population_density_on_land_2010 307.0),(household_density_on_land_2010 176.0)}",0.63,0.00037884,307,176,1665.192316
"{(population_density_on_land_2010 316.0),(household_density_on_land_2010 170.0)}",0.63,0.00037884,316,170,1665.192316
"{(population_density_on_land_2010 316.0),(household_density_on_land_2010 176.0)}",0.63,0.00037884,316,176,1665.192316
"{(population_density_on_land_2010 307.0),(household_density_on_land_2010 178.0)}",0.62,0.000374435,307,178,1664.963422
"{(population_density_on_land_2010 316.0),(household_density_on_land_2010 178.0)}",0.62,0.000374435,316,178,1664.963422
"{(population_density_on_land_2010 307.0),(household_density_on_land_2010 138.0)}",0.83,0.000507706,307,138,1644.358521
"{(population_density_on_land_2010 316.0),(household_density_on_land_2010 138.0)}",0.83,0.000507706,316,138,1644.358521
"{(population_density_on_land_2010 307.0),(household_density_on_land_2010 139.7)}",0.81,0.000490378,307,139.7,1643.356355
"{(population_density_on_land_2010 316.0),(household_density_on_land_2010 139.7)}",0.81,0.000490378,316,139.7,1643.356355
"{(population_density_on_land_2010 307.0),(household_density_on_land_2010 142.0)}",0.78,0.000476845,307,142,1642.523071
"{(population_density_on_land_2010 307.0),(household_density_on_land_2010 145.0)}",0.78,0.000476845,307,145,1642.523071
"{(population_density_on_land_2010 316.0),(household_density_on_land_2010 142.0)}",0.78,0.000476845,316,142,1642.523071
"{(population_density_on_land_2010 316.0),(household_density_on_land_2010 145.0)}",0.78,0.000476845,316,145,1642.523071
"{(population_density_on_land_2010 307.0),(household_density_on_land_2010 147.0)}",0.77,0.000467138,307,147,1641.895648
"{(population_density_on_land_2010 316.0),(household_density_on_land_2010 147.0)}",0.77,0.000467138,316,147,1641.895648
"{(population_density_on_land_2010 307.0),(household_density_on_land_2010 150.0)}",0.75,0.000454962,307,150,1641.070692
"{(population_density_on_land_2010 316.0),(household_density_on_land_2010 150.0)}",0.75,0.000454962,316,150,1641.070692
"{(population_density_on_land_2010 307.0),(household_density_on_land_2010 121.0)}",0.9,0.000562356,307,121,1597.237577
"{(population_density_on_land_2010 307.0),(household_density_on_land_2010 124.0)}",0.9,0.000562356,307,124,1597.237577
"{(population_density_on_land_2010 316.0),(household_density_on_land_2010 121.0)}",0.9,0.000562356,316,121,1597.237577
"{(population_density_on_land_2010 316.0),(household_density_on_land_2010 124.0)}",0.9,0.000562356,316,124,1597.237577
"{(population_density_on_land_2010 307.0),(household_density_on_land_2010 127.0)}",0.89,0.000558139,307,127,1596.851329
"{(population_density_on_land_2010 316.0),(household_density_on_land_2010 127.0)}",0.89,0.000558139,316,127,1596.851329
"{(population_density_on_land_2010 307.0),(household_density_on_land_2010 130.0)}",0.86,0.000541343,307,130,1595.253085
"{(population_density_on_land_2010 316.0),(household_density_on_land_2010 130.0)}",0.86,0.000541343,316,130,1595.253085
"{(population_density_on_land_2010 327.0),(household_density_on_land_2010 118.7)}",0.86,0.000555995,327,118.7,1552.91721
"{(population_density_on_land_2010 334.0),(household_density_on_land_2010 118.7)}",0.86,0.000551705,334,118.7,1552.81784
"{(population_density_on_land_2010 339.0),(household_density_on_land_2010 118.7)}",0.84,0.00054139,339,118.7,1552.572425
"{(population_density_on_land_2010 345.0),(household_density_on_land_2010 118.7)}",0.79,0.000510791,345,118.7,1551.786147
"{(population_density_on_land_2010 355.4),(household_density_on_land_2010 118.7)}",0.76,0.00048901,355.4,118.7,1551.166495
"{(population_density_on_land_2010 362.0),(household_density_on_land_2010 118.7)}",0.74,0.000480244,362,118.7,1550.901246
"{(population_density_on_land_2010 369.0),(household_density_on_land_2010 118.7)}",0.72,0.000466328,369,118.7,1550.459673
"{(population_density_on_land_2010 373.0),(household_density_on_land_2010 118.7)}",0.71,0.000457413,373,118.7,1550.162662
"{(population_density_on_land_2010 378.0),(household_density_on_land_2010 118.7)}",0.7,0.000448432,378,118.7,1549.85154
"{(population_density_on_land_2010 386.0),(household_density_on_land_2010 118.7)}",0.66,0.000424426,386,118.7,1548.955246
"{(population_density_on_land_2010 393.0),(household_density_on_land_2010 118.7)}",0.64,0.000415397,393,118.7,1548.591321
"{(population_density_on_land_2010 409.0),(household_density_on_land_2010 118.7)}",0.64,0.000411108,409,118.7,1548.412833
"{(population_density_on_land_2010 414.4),(household_density_on_land_2010 118.7)}",0.5,0.000326941,414.4,118.7,1543.963002
"{(population_density_on_land_2010 322.0),(household_density_on_land_2010 118.7)}",0.86,0.000560453,322,118.7,1529.636039
"{(population_density_on_land_2010 303.0),(household_density_on_land_2010 133.0)}",0.84,0.00054815,303,133,1524.847369
"{(population_density_on_land_2010 303.0),(household_density_on_land_2010 135.0)}",0.84,0.00054815,303,135,1524.847369
"{(population_density_on_land_2010 303.0),(household_density_on_land_2010 138.0)}",0.8,0.000535624,303,138,1501.143064
"{(population_density_on_land_2010 303.0),(household_density_on_land_2010 139.7)}",0.78,0.000517343,303,139.7,1500.681993
"{(population_density_on_land_2010 303.0),(household_density_on_land_2010 142.0)}",0.75,0.000503066,303,142,1500.29862
"{(population_density_on_land_2010 303.0),(household_density_on_land_2010 145.0)}",0.75,0.000503066,303,145,1500.29862
"{(population_density_on_land_2010 303.0),(household_density_on_land_2010 147.0)}",0.74,0.000492825,303,147,1500.009959
"{(population_density_on_land_2010 303.0),(household_density_on_land_2010 150.0)}",0.72,0.000479979,303,150,1499.630417
"{(population_density_on_land_2010 303.0),(household_density_on_land_2010 153.0)}",0.71,0.000470606,303,153,1499.340419
"{(population_density_on_land_2010 303.0),(household_density_on_land_2010 155.3)}",0.67,0.000446665,303,155.3,1498.544443
"{(population_density_on_land_2010 303.0),(household_density_on_land_2010 158.0)}",0.65,0.000436175,303,158,1498.168149
"{(population_density_on_land_2010 303.0),(household_density_on_land_2010 162.0)}",0.65,0.000436175,303,162,1498.168149
"{(population_density_on_land_2010 303.0),(household_density_on_land_2010 164.0)}",0.65,0.000436175,303,164,1498.168149
"{(population_density_on_land_2010 303.0),(household_density_on_land_2010 167.0)}",0.62,0.000413545,303,167,1497.291348
"{(population_density_on_land_2010 303.0),(household_density_on_land_2010 170.0)}",0.6,0.000399672,303,170,1496.704779
"{(population_density_on_land_2010 303.0),(household_density_on_land_2010 176.0)}",0.6,0.000399672,303,176,1496.704779
"{(population_density_on_land_2010 303.0),(household_density_on_land_2010 178.0)}",0.59,0.000395024,303,178,1496.499045
"{(population_density_on_land_2010 307.0),(household_density_on_land_2010 118.7)}",0.9,0.000611275,307,118.7,1465.025614
"{(population_density_on_land_2010 316.0),(household_density_on_land_2010 118.7)}",0.9,0.000611275,316,118.7,1465.025614
"{(population_density_on_land_2010 303.0),(household_density_on_land_2010 121.0)}",0.87,0.000593279,303,121,1458.050374
"{(population_density_on_land_2010 303.0),(household_density_on_land_2010 124.0)}",0.87,0.000593279,303,124,1458.050374
"{(population_density_on_land_2010 303.0),(household_density_on_land_2010 127.0)}",0.86,0.00058883,303,127,1457.785414
"{(population_density_on_land_2010 303.0),(household_density_on_land_2010 130.0)}",0.83,0.00057111,303,130,1456.689046
"{(population_density_on_land_2010 327.0),(household_density_on_land_2010 117.0)}",0.83,0.000575885,327,117,1447.854614
